Row,Equipment Number,Original Description,Suspect Tokens
35443,2000177985,32 Condensate Pump Motor Coolng Water Return Temperature,Pump
35444,2000177986,31 Condensate Pump Motor Coolng Water Return Temperature,Pump
35445,2000177987,32 Stator Cooling Water Clr Cooling W Tr Rtn Temperature,"Tr, W"
35446,2000177988,31 Stator Cooling Water Clr Cooling W Tr Rtn Temperature,"Tr, W"
35447,2000177989,34 Cnd Exhster Cool Co Olng Water Return Temperature,Co
35448,2000177990,33 Cnd Exhstr Clr Cooling Wt R Rtn Temperature,"R, Wt"
35449,2000177991,32 Cnd Exhstr Clr Cooling Wt R Rtn Temperature,"R, Wt"
35450,2000177992,31 Cnd Exhstr Clr Cooling Wt R Rtn Temperature,"R, Wt"
35453,2000177995,32 Hydrgn Cooler Coolin G Water Return Temperature,G
35454,2000177996,32 Hydrgn Cooler Coolin G Water Return Temperature,G
35455,2000177997,31 Hydrgn Cooler Coolin G Water Return Temperature,G
35456,2000177998,31 Hydrgn Cooler Coolin G Water Return Temperature,G
35457,2000177999,31 Bfp Fluid Drive Oil Cooler Water Return T,T
35458,2000178100,32-1 Bfpt Oil Cooler Cool Ng Water Return Temperature,Ng
35459,2000178101,32-2 Bfpt Oil Cooler Cool Ng Water Return Temperature,Ng
35460,2000178102,31 Ehc Fluid Coolng Wate R Return Temperature,R
35461,2000178103,32 Ehc Fluid Coolng Wate R Return Temperature,R
35462,2000178104,31 Trbine Oil Cooler Cooling Wt R Rtn Temperature,"R, Wt"
35463,2000178105,32 Trbine Oil Cooler Cooling Wt R Rtn Temperature,"R, Wt"
35467,2000178109,31 Gr Fan Oil Cooler Water Return Temperature,Gr
35470,2000178112,31 Feed Fan Oil Cool W Ater Return Temperature,W
35472,2000178114,31 Sec Air Heater Lo Cooler Water Return Temperature,Lo
35473,2000178115,32 1STG Air Preheatng Wa Trer Pump Coolng,"Pump, Trer, Wa"
35474,2000178116,31 1STG Air Preheatng Wa Ter Pump Coolng,"Pump, Wa"
35475,2000178117,32 2STG Air Preheatng Wa Ter Pump Coolng,"Pump, Wa"
35476,2000178118,31 2STG Air Preheatng Wa Ter Pump Coolng,"Pump, Wa"
35485,2000178127,32 Sec Air Heater Lo Cooler Return Water Temperature,Lo
35488,2000178130,33 2ND Stg Air Preheatng Water Pump Coolng,Pump
35489,2000178131,33-1 Bfpt Oil Cooler Cool Ng Water Return Temperature,Ng
35490,2000178132,33-2 Bfpt Oil Cooler Cool Ng Water Return Temperature,Ng
35491,2000178133,31 Air Compressor Inner C Ooler Water Return Temperature,C
35492,2000178134,31 Air Compressor Inner C Oolelr Water Return Temperature,"C, Oolelr"
35493,2000178135,32 Air Compressor Inner C Ooler Water Return Temperature,C
35498,2000178140,33 Compr Integral Af Ter Cooler Water Return T,"Af, T"
35500,2000178142,33 Air Compressor After C Ooler Water Return Temperature,C
35502,2000178144,31 AQCS Building Sda Water Ch Ill Return Temperature,Ch
35503,2000178145,32 AQCS Building Sda Water Ch Illsply Temperature,"Ch, Illsply"
35504,2000178146,32 AQCS Building Sda Water Ch Iller Return Temperature,Ch
35506,2000178148,33 Aqc Building Id Fan Water Ch Ill Rtn Temperature,Ch
35507,2000178149,34 Aqc Building Id Fan Water Cheller Inlet Tmpe,Cheller
35508,2000178150,34 Aqc Building Id Fan Water Ch Ill Rtn Temperature,Ch
35510,2000178152,35 Aqc Building Id Fan Water Ch Ill Rtn Temperature,Ch
35514,2000178156,36 Aqc Building Id Fan Water Ch Ill Rtn Temperature,Ch
35517,2000178159,31 Sp Absorber Atomizer Lo Unit Water Outlet Temperature,"Lo, Sp"
35518,2000178160,32 Sp Absorber Atomizer Lo Unit Water Outlet Temperature,"Lo, Sp"
35519,2000178161,33 Sp Absorber Atomizer Lo Unit Water Outlet Temperature,"Lo, Sp"
35520,2000178162,34 Sp Absorber Atomizer Lo Unit Water Outlet Temperature,"Lo, Sp"
35521,2000178163,35 Sp Absorber Atomizer Lo Unit Water Outlet Temperature,"Lo, Sp"
35522,2000178164,36 Sp Absorber Atomizer Lo Unit Water Outlet Temperature,"Lo, Sp"
35523,2000178165,37 Sp Absorber Atomizer Lo Unit Water Outlet Temperature,"Lo, Sp"
35524,2000178166,38 Sp Absorber Atomizer Lo Unit Water Outlet Temperature,"Lo, Sp"
35525,2000178167,31 High Pressure Ash Water Pump Oil Coolng Water Outlet T,"Pump, T"
35526,2000178168,32 High Pressure Ash Water Pump Oil Coolng Water Outlet T,"Pump, T"
35527,2000178169,31BPH Vacuum Clng Exh Oil Cooler Water Outlt,31BPH
35528,2000178170,31BAQ Vacuum Clng Exh Oil Cl R Wtrot Temperature,"31BAQ, Cl, R, Wtrot"
35530,2000178172,22 Water Chiller Water Retu Rn Temperature In,Rn
35531,2000178173,11 Water Chiller Wtrr R Eturn Temperature,"R, Wtrr"
35541,2000178183,Wcl-pressure Indicator-30221 Outlet 31 Au X Heat Exchngr,"Au, X"
35544,2000178186,Wcl-pressure Indicator-30220 Outlet 32 Au X Heat Exchngr,"Au, X"
35550,2000178192,Wcl-pressure Indicator-30218 Suct Side 31 Closed Coolng Pm,Pm
35551,2000178193,Wcl-pressure Indicator-30219 Disc Side 31 Closed Coolng Pm,Pm
35555,2000178197,Wcl-pressure Indicator-30216 Suct 32 Clos Ed Coolng Pump,"Ed, Pump"
35556,2000178198,Wcl-pressure Indicator-30217 Disc 32 Clos Ed Coolng Pump,"Ed, Pump"
35557,2000178199,Pot Feeder Flush Isolation North Valve,North
35560,2000178302,Wcl-cv-3060 Bypas Closed C Light Tank Make Up,"C, cv, Up"
35565,2000178307,Wcl-pressure Switch-c0382 Inlet 1 Wate R Chiller,R
35568,2000178310,Wcl-pressure Switch-c0378 Inlet 2 Wate R Chiller Transmitter,R
35569,2000178311,31 Building Heating Circ Water Pump Suction Vent Valve,Pump
35570,2000178312,32 Building Heating Circ Water Pump Suction Vent Valve,Pump
35577,2000178319,Smpl Table Coolng Wate Rsply Isolation,Rsply
35578,2000178320,Smpl Precnditionng As Sembly Cooler Water,As
35579,2000178321,Smpl Table Coolers Wate R Return Isolation,R
35580,2000178322,Smpl Precnditionng As Sembly Coolers Water,As
35584,2000178326,Closed Cooling Water Supply To Tra Ns Building Hdrvent,Ns
35585,2000178327,Building Heating Circ Water Pumps D Ischarge Hdrven,D
35586,2000178328,Trans Building 1 Water Chiller Outlet Hdrventvl,Hdrventvl
35595,2000178337,Trans Building 1 Chiller Inle T Hdrvent Valve,T
35598,2000178340,31 Htg Water Pump Inlet Vent Valve,Pump
35599,2000178341,32 Bfpt Oil Cooler Closed Cooling B Ypass Isolation Valve,B
35609,2000178351,31 Hydrgn Clr Closed Cooling W Tr Outlet Test Con,"Tr, W"
35610,2000178352,31 Hydrgn Clr Closed Cooling W Tr Outlet Test Con,"Tr, W"
35611,2000178353,31 Hydrogen Clr Closed Cooling W Tr Vent Valve,"Tr, W"
35612,2000178354,32 Hydrgn Clr Closed Cooling W Tr Outlet Tstvlv,"Tr, W"
35613,2000178355,32 Hydrogen Clr Closed Cooling W Tr Vent Valve,"Tr, W"
35614,2000178356,32 Hydrgn Clr Closed Cooling W Tr Outlet Test Con,"Tr, W"
35615,2000178357,32 Hydrogen Clr Closed Cooling W Tr Vent Valve,"Tr, W"
35616,2000178358,Exctr Coolers Closed Cooling B Ypass Isolation Valve,B
35626,2000178368,31 Hydrogen Clr Closed Cooling W Tr Vent Valve,"Tr, W"
35629,2000178371,Wcl-cv-3324 Bfpt Closed Cooling Bypass Valve,cv
35630,2000178372,Closed Cooling Water Pump Return He Ader Vent Valve,"He, Pump"
35631,2000178373,Closed Cooling Water Pump Return He Ader Vent Valve,"He, Pump"
35638,2000178380,Exciter Coolers Outlet He Ader Vent Valve,He
35641,2000178383,Pressure Switch-30381 & Pressure Transmitter-30076 Outle T Isolation Valve,T
35644,2000178386,32 Ehc Cooler Cooling Water Inl Et Test Valve,Et
35646,2000178388,31 Ehc Cooler Cooling Water Inl Et Test Valve,Et
35647,2000178389,Wcl-cv-3487 Bypasvlv 31/32 Ehc Coolers,cv
35654,2000178396,31 Bfp Fluid Drive Oil Cooler Cooling Water O,O
35655,2000178397,31 Bfp Fluid Drive Oil Cooler Cooling Water I,I
35659,2000178426,5 Air Comp Cond Tp Drain Valve,Tp
35660,2000178427,5 Air Comp Cond Tp Drain Valve,Tp
35665,2000178432,6 Air Comp Cond Tp Drain Valve,Tp
35666,2000178433,6 Air Comp Cond Tp Drain Valve,Tp
35671,2000178438,7 Air Comp Cond Tp Drain Valve,Tp
35672,2000178439,7 Air Comp Cond Tp Drain Valve,Tp
35689,2000178506,Cndenser Exhster Clrs Cls Clgsply Header Ve,Ve
35690,2000178507,32 Cndnsr Exhster Clr C Ls Cooling Return Header Vent,"C, Ls"
35691,2000178508,Cndenser Exhster Clrs Ls Cooling Return Header Ven,Ls
35692,2000178509,Closed Cooling Water Retu Rn Header Vent,Rn
35693,2000178510,Wcl Cv 3402 Outlet Header Vent Valve,Cv
35695,2000178512,Wcl Cv 3482 Bypas Vent 3 1/32 Trbine Oil,Cv
35696,2000178513,Closed Coolng Water Retu Rn Header To Pumps Vent,Rn
35699,2000178516,Closed Cooling Water Retu Rn Header Vent,Rn
35700,2000178517,Closed Cooling Water Retu Rn Header Vent,Rn
35701,2000178518,Blr Dwn Comer Smpl Panel Cccw Return Isolation,Comer
35702,2000178519,306 Pulverizer Oil Unit Cl G Water Inlet Test,"Cl, G"
35703,2000178520,307 Pulverizer Oil Unit Cl G Water Inlet Test,"Cl, G"
35704,2000178521,308 Pulverizer Oil Unit Cl G Water Inlet Test,"Cl, G"
35705,2000178522,309 Pulverizer Oil Unit Cl G Water Inlet Test,"Cl, G"
35707,2000178524,310 Pulverizer Oil Unit Cl G Water Inlet Test,"Cl, G"
35708,2000178525,32 Sec Air Heater Oil Cooler Cl G Water Inlet Isolation,"Cl, G"
35709,2000178526,32 Sec Air Heater Oil Cooler Cl G Water Inlet Test,"Cl, G"
35710,2000178527,Wcl-pressure Switch-30758 Inlet 32 Aqc South Chiller,South
35711,2000178528,32 Sec Air Heater Oil Cooler Cl G Water Outlet Is,"Cl, G, Is"
35712,2000178529,31 Pa Fan Oil Unit C Light Water Inlet Isolation Valve,C
35713,2000178530,31 Pa Fan Oil Unit C Light Water Inlet Test,C
35714,2000178531,32 Pa Fan Oil Unit C Light Water Inlet Isolation Valve,C
35715,2000178532,32 Pa Fan Oil Unit C Light Water Inlet Test,C
35716,2000178533,32 Feed Fan Oil Cooler Cl G Water Inlet Test,"Cl, G"
35717,2000178534,Wcl-pressure Switch-30759sply Isolation 3 3 Id Fan Chiller,30759sply
35719,2000178536,Wcl-pressure Switch-30760sply Isolation 3 4 Id Fan Chiller,30760sply
35721,2000178538,Wcl-pressure Switch-30761sply Isolation 3 5 Id Fan Chiller,30761sply
35723,2000178540,Wcl-pressure Switch-30769sply Isolation 3 6 Id Fan Chiller,30769sply
35727,2000178544,31 Feed Fan Oil Unit C Light Water Inlet Test,C
35728,2000178545,31 Feed Fan Oil Unit C Light Water Inlet Isolation Valve,C
35729,2000178546,31 Feed Fan Oil Unit C Light Water Inlet Header Isolation,C
35730,2000178547,305 Pulverizer Oil Unit Cl G Water Inlet Test Conn,"Cl, G"
35731,2000178548,304 Pulverizer Oil Unit Cl G Water Inlet Test,"Cl, G"
35732,2000178549,303 Pulverizer Oil Unit Cl G Water Inlet Test,"Cl, G"
35733,2000178550,302 Pulverizer Oil Unit Cl G Water Inlet Test,"Cl, G"
35734,2000178551,301 Pulverizer Oil Unit Cl G Water Inlet Test,"Cl, G"
35735,2000178552,31 Sec Stage Aph Water Pump Cooling Water Inlet Ts,"Pump, Ts"
35736,2000178553,32 Sec Stage Aph Water Pump Cooling Water Inlet Ts,"Pump, Ts"
35737,2000178554,31 First Stg Aph Water Pump Cooling Water Inlet Ts,"Pump, Ts"
35738,2000178555,32 First Stg Aph Water Pump Cooling Water Inlet Ts,"Pump, Ts"
35739,2000178556,31 Sec Air Heater Oil Cooler Cl G Water Inlet Test,"Cl, G"
35740,2000178557,31 Primary Air Heater Oil Cooler Cl G Water Inlet Test,"Cl, G"
35741,2000178558,Flue Gas Recirculation Fan Lo Cl G Water Inlet Test,"Cl, G, Lo"
35742,2000178559,33 Sec Stg Aph Water Pump C Light Water Inlet Test,"C, Pump"
35745,2000178562,32 Pa Fan Lo Unit Cls Clgsply Header Ventvl,Lo
35746,2000178563,32 Pa Fan Lo Unit Closed Cooling Return Header Ventvl,Lo
35753,2000178570,31 High Pressure Ash Water Pump Lube Oil Cooler Supply Test Con,Pump
35754,2000178571,31 High Pressure Ash Water Pump Lube Oil Cooler Return Isolation Valve,Pump
35755,2000178572,32 High Pressure Ash Water Pump Lube Oil Cooler Supply Test Con,Pump
35756,2000178573,32 High Pressure Ash Water Pump Lube Oil Cooler Return Isolation Valve,Pump
35758,2000178575,31 Gen Building Vacuum Cleanng Oil Cooler Inlet T,T
35760,2000178577,31 Aqc Building Vacuum Cleanng Oil Cooler Inlet T,T
35761,2000178578,33 Id Fan Water Chiller South Upply Vent,South
35762,2000178579,34 Id Fan Water Chiller South Upply Vent,South
35763,2000178580,35 Id Fan Water Chiller South Upply Vent,South
35764,2000178581,36 Id Fan Water Chiller South Upply Vent,South
35765,2000178582,36 Id Fan Water Chiller R Eturn Vent,R
35766,2000178583,35 Id Fan Water Chiller R Eturn Vent,R
35767,2000178584,34 Id Fan Water Chiller R Eturn Vent,R
35768,2000178585,33 Id Fan Water Chiller R Eturn Vent,R
35769,2000178586,33-34 Id Water Chillers South Upply Vent,South
35770,2000178587,33-34 Id Water Chillers R Eturn Vent,R
35771,2000178588,31/32 Sda Water Chiller R Eturn Vent,R
35772,2000178589,31/32 Sda Water Chiller South Upply Vent,South
35775,2000178592,33 Id Fan Water Chiller South Upply Drain,South
35776,2000178593,34 Id Fan Water Chiller South Upply Drain,South
35777,2000178594,35 Id Fan Water Chiller South Upply Drain,South
35778,2000178595,36 Id Fan Water Chiller South Upply Drain,South
35779,2000178596,36 Id Fan Water Chiller R Eturn Drain,R
35780,2000178597,35 Id Fan Water Chiller R Eturn Drain,R
35781,2000178598,34 Id Fan Water Chiller R Eturn Drain,R
35782,2000178599,33 Id Fan Water Chiller R Eturn Drain,R
35783,2000178700,33-36 Id Water Chillers South Upply Drain,South
35784,2000178701,33-36 Id Water Chillers R Eturn Drain,R
35787,2000178704,AQCS Main Header Return D Rain,D
35788,2000178705,AQCS Main Header Supply D Rain,D
35789,2000178706,AQCS Main Header Supply D Rain,D
35790,2000178707,AQCS Main Header Return D Rain,D
35797,2000178714,35 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet D,"D, Lo"
35798,2000178715,35 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet I,"I, Lo"
35799,2000178716,35 Spray Absorber Atomizer Lo Unit Closed Cooling Outlt,Lo
35800,2000178717,36 Spray Absorber Atomizer Lo Unit Closed Cooling Outlt,Lo
35801,2000178718,36 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet D,"D, Lo"
35802,2000178719,36 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet I,"I, Lo"
35803,2000178720,37 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet I,"I, Lo"
35804,2000178721,37 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet D,"D, Lo"
35805,2000178722,37 Spray Absorber Atomizer Lo Unit Closed Cooling Outlt,Lo
35806,2000178723,38 Spray Absorber Atomizer Lo Unit Closed Cooling Outlt,Lo
35807,2000178724,38 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet D,"D, Lo"
35808,2000178725,38 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet I,"I, Lo"
35809,2000178726,34 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet I,"I, Lo"
35810,2000178727,34 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet D,"D, Lo"
35811,2000178728,34 Spray Absorber Atomizer Lo Unit Closed Cooling Outlt,Lo
35812,2000178729,33 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet I,"I, Lo"
35813,2000178730,33 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet D,"D, Lo"
35814,2000178731,33 Spray Absorber Atomizer Lo Unit Closed Cooling Outlt,Lo
35815,2000178732,32 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet I,"I, Lo"
35816,2000178733,32 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet D,"D, Lo"
35817,2000178734,32 Spray Absorber Atomizer Lo Unit Closed Cooling Outlt,Lo
35818,2000178735,31 Spray Absorber Atomizer Lo Unit Closed Cooling Outlt,Lo
35819,2000178736,31 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet D,"D, Lo"
35820,2000178737,31 Spray Absorber Atomizer Lo Unit Closed Cooling Inlet I,"I, Lo"
35821,2000178738,31 Ball Mill Bearings Lo Unit Outlet Drain Valve,Lo
35822,2000178739,31 Ball Mill Bearings Lo Unit Inlet Drain Valve,Lo
35823,2000178740,31 Ball Mill Bearings Lo Unit Inlet Isolation Valve,Lo
35824,2000178741,32 Ball Mill Lo Unit Inle T Isolation Valve,"Lo, T"
35825,2000178742,32 Ball Mill Lo Unit Inle T Drain,"Lo, T"
35826,2000178743,32 Ball Mill Lo Unit Outlet Drain Valve,Lo
35833,2000178750,Wcl-cv-3080 Bypass Manual Tempering,"cv, Tempering"
35834,2000178751,Wcl-cv-3005 Outltsply Header Isolation Valve,"cv, Outltsply"
35835,2000178752,Wcl-cv-3080 Inlet Isolati On Valve,cv
35836,2000178753,Air Compr And Cnden Ser Exhstersply,"Cnden, Exhstersply"
35837,2000178754,Wcl-cv-3005 Inltsply Header Isolation Valve,"cv, Inltsply"
35850,2000178767,To Unit 2 Closed Cooling Crossti E Isolation Valve,E
35853,2000178770,Wcl-cv-3217 Inlet Isolati On Valve,cv
35854,2000178771,Wcl-cv-3217 Outlet Isolation Valve,cv
35859,2000178776,Wcl-cv-3254 Inlet Hydroge North Cooler,"cv, Hydroge, North"
35860,2000178777,Wcl-cv-3254 Outlet Hydrog En Cooler,"cv, En"
35861,2000178778,Hydrgn Cooler Closed Cooling B Ypass Isolation Valve,B
35862,2000178779,31 Hydrgn Clr Closed Cooling W Tr Outlet Isolation Valve,"Tr, W"
35863,2000178780,32 Hydrgn Clr Closed Cooling W Tr Inlet Isolation Valve,"Tr, W"
35864,2000178781,31 Hydrgn Clr Closed Cooling W Tr Outlet Isolation Valve,"Tr, W"
35865,2000178782,32 Hydrgn Clr Closed Cooling W Tr Inlet Isolation Valve,"Tr, W"
35866,2000178783,32 Hydrgn Clr Closed Cooling W Tr Outlet Isolation Valve,"Tr, W"
35867,2000178784,31 Hydrgn Clr Closed Cooling W Tr Inlet Isolation Valve,"Tr, W"
35868,2000178785,32 Hydrgn Clr Closed Cooling W Tr Outlet Isolation Valve,"Tr, W"
35869,2000178786,31 Hydrgn Clr Closed Cooling W Tr Inlet Isolation Valve,"Tr, W"
35870,2000178787,Wcl-cv-3324 Outlet Isolation Valve,cv
35871,2000178788,Wcl-cv-3324 Inlet Isolati On Valve,cv
35872,2000178789,Wcl-cv-3402 Outlet Isolation Valve,cv
35873,2000178790,Wcl-cv-3402 Inlet Isolati On Valve,cv
35878,2000178795,Wcl-cv-3482 Inlet 31/32 T Urbine Oil Cool,"cv, T, Urbine"
35879,2000178796,Wcl-cv-3482 Outlet 31/32 Trbine Oil Cooler,cv
35880,2000178797,31 Bfp Fluid Drive Oil Cl G Water Outlet Is,"Cl, G, Is"
35881,2000178798,31 Bfp Fluid Drive Oil Cl G Water Inlet Isolation,"Cl, G"
35886,2000178903,Wcl-cv-3482 Bypasvlv 31/32 Tubine Oil Co,"Co, cv"
35887,2000178904,Wcl-cv-3486 Inlet 31 Bfp Oil Cooler,cv
35888,2000178905,Wcl-cv-3486 Outlet 31 Bfp Oil Cooler,cv
35889,2000178906,Wcl-cv-3486 Bypasvlv 31 Bfp Oil Cooler,cv
35890,2000178907,33 Id Fan Water Chiller Inl Et Isolation Valve,Et
35891,2000178908,34 Id Fan Water Chiller Inl Et Isolation Valve,Et
35892,2000178909,35 Id Fan Water Chiller Inl Et Isolation Valve,Et
35893,2000178910,36 Id Fan Water Chiller Inl Et Isolation Valve,Et
35898,2000178915,31 Ipbcl Coil B Supply Valve,B
35899,2000178916,31 Ipbcl Coil B Return Valve,B
35900,2000178917,31 Ipbcl Coil A Supply Valve,A
35901,2000178918,31 Ipbcl Coil A Return Valve,A
35902,2000178919,31 Cooling Water Pump Suctvlv 100 % Open Limit Switch-op,"op, Pump"
35903,2000178920,32 Cooling Water Pump Suctvlv 100 % Open Limit Switch-op,"op, Pump"
35904,2000178921,Cooling Water Temperature Cont Heat Exchanger R Byp Posion Switch,R
35905,2000178922,Cooling Water Temperature Cont Heat Exchanger R Byp Posion Switch,R
35907,2000178924,Trb Oil Temperature Contvlv Closed Posion Switch-cl,cl
35911,2000178928,Gen Hydrgn Temperature Cont Valve Open Posion Switch-o,o
35912,2000178929,Exctr Air Temperature Contvlv Open Posion Switch-op,op
35914,2000178931,Cl Cooling Water Balancng Cv-3 402 Posion Switch-o,"Cl, Cv, o"
35915,2000178932,Cl Cooling Water Balancng Cv-3 402 Posion Switch-c,"c, Cl, Cv"
35916,2000178933,Cl Cooling Water Tank Makeup Valve Open Posion Switch,Cl
35917,2000178934,Cl Cooling Water Tank Makeup Valve Closed Posion South,"Cl, South"
35918,2000178935,Cooling Water Temperature Cont Heat Exchanger R Outlet Posion Switch,R
35919,2000178936,Cooling Water Temperature Cont Heat Exchanger R Outlet Posion Switch,R
35928,2000178945,Degasified Water Transfer Pump Sample,Pump
35929,2000178946,Wdm-cc-30008 Isolation Re Cycle Water Header,"cc, Re"
35930,2000178947,Wdm Bv 3048,Bv
35931,2000178948,Wdm-cc-30003 Isolation Re Cycle Water,"cc, Re"
35932,2000178949,31 Primary Cation Exchang Er Sample,Er
35933,2000178950,31 Primary Anion Exchanger Sam Ple,Ple
35934,2000178951,Wdm-cc-30004 Isolation,cc
35935,2000178952,Wdm-cc-30005 Isolation,cc
35936,2000178953,Wdm-cc-30006 Isolation,cc
35937,2000178954,Wdm-cc-30007 Isolation,cc
35938,2000178955,Wdm-cc-30009 Isolation,cc
35939,2000178956,Demineralized Water To St Orage Sample,St
35944,2000178961,Wdm-cc-30010 Isolation,cc
35947,2000178964,31 Ro Cip Tank Drain Valve,Ro
35948,2000178965,32 Ro Pump Discharge Valve,"Pump, Ro"
35949,2000178966,32 Ro Pump Cip Feed Valve,"Pump, Ro"
35950,2000178967,32 Ro Train Permeate Return To Cip Tank,Ro
35951,2000178968,32-1/32-2/32-3 Ro Rejects Return To Cip T,"Ro, T"
35952,2000178969,32 Ro Train Reject Waste Isolation Valve,Ro
35953,2000178970,32 Ro Train Cip Feed Valve,Ro
35954,2000178971,31 Ro Train Rejects Return To Cip Tank,Ro
35955,2000178972,31 Ro Pump Discharge Valve,"Pump, Ro"
35956,2000178973,31 Ro Train Cip Feed Valve,Ro
35957,2000178974,31 Ro Train Permeate Return To Cip Tank,Ro
35958,2000178975,31-1/31-2/31-3 Ro Rejects Return To Cip T,"Ro, T"
35959,2000178976,31 Ro Train Reject Waste Isolation Valve,Ro
35962,2000178979,31 Ro Train Cip Feed Valve,Ro
35963,2000178980,31 Ro Train Rejects Return To Cip Tank,Ro
35964,2000178981,31-32 Permeate Pump Manual Byps Control Valve,Pump
35966,2000178983,Degasified Water Trans Pump South Discharge Cnducti,"Pump, South"
35970,2000178987,Pol Anion Exchr Fast Rins E Cnductivity,E
35971,2000178988,Prime Exchngrs Recyclel E Cnductivity Cell,E
35972,2000178989,Secndary Exchngrs Recycle Cnductivity C,C
35973,2000178990,Polishng Exchngrs Recycle Cnductivity C,C
35974,2000178991,Ro Combined Feed Conductivity Cell,Ro
35975,2000178992,Ro A Permeate Conductivity Cell,"A, Ro"
35976,2000178993,Ro B Permeate Conductivity Cell,"B, Ro"
35978,2000178995,Prime Exchngrs Recyclel E Cnductivity Mont,E
35980,2000178997,Secndary Exchngrs Recycle Cnductivity M,M
35982,2000178999,Polishng Exchngrs Recycle Cnductivity M,M
35990,2000179101,Secndary Anion Fast Rins E Cnductivity M,"E, M"
35991,2000179102,Polishng Anion Fast Rins E Cnductivity M,"E, M"
35994,2000179105,1 East Field Well Water South Tor. Tank Outlet C,"C, East, South"
36003,2000179114,31 Scale Inhibitor Syst Chem Supply To Ro,Ro
36004,2000179115,31 Scale Inhibitor Syst Chem Supply To Ro,Ro
36005,2000179116,Ro Forwardng Pump Control Valve Posioner,"Pump, Ro"
36007,2000179118,Ro Permeate Pump Recirculation Control Valve Posioner,"Pump, Ro"
36008,2000179119,31-32 Permeate Pump Byps Control Valve,Pump
36011,2000179122,Serv Inlet To 31 Prima Ry Cation Exchngr,Ry
36012,2000179123,31 Primary Cation Exchang Er Inlet,Er
36013,2000179124,31 Primary Cation Exchang Er Outlet,Er
36016,2000179127,31 Primary Cation Exchanger Ri Nse Outlet,Ri
36017,2000179128,31 Prime Cation Exchanger In Div Regen Acid I,I
36018,2000179129,31 Primary Anion Exchanger Inl Et,Et
36022,2000179133,31 Primary Anion Exchanger Rin Se Outlet,"Rin, Se"
36024,2000179135,Cation Series Regeneratio North,North
36026,2000179137,31 Degasifier Vacuum Pump Suction,Pump
36027,2000179138,31 Vacdegasifier Firs T Stage Shtoff,"Firs, T"
36028,2000179139,31 Vacdegasifier Seco Nd Stage Shtoff,Nd
36030,2000179141,31 Primary Cation Exchang Er Drain,Er
36031,2000179142,Cation Series Regeneratio North,North
36034,2000179145,31 Primary Anion Exchgr D Rain,D
36036,2000179147,Wdm Dv 3075,Dv
36037,2000179148,Wdm Dv 3080,Dv
36038,2000179149,32 Degasifier Vacuum Pump Suction,Pump
36040,2000179151,33 Degasifier Vacuum Pump Suction,Pump
36041,2000179152,31 Vacuum Degasifier Lt-3 0001 Isolation,Lt
36042,2000179153,Degasifier Vacpmps C Rossover Isolation,C
36043,2000179154,Degasifier Vacpmps C Rossover Isolation,C
36046,2000179157,31 Degasified Water Transfer Pump Suction,Pump
36047,2000179158,32 Degasified Water Transfer Pump Suction,Pump
36048,2000179159,31 Degasified Water Transfer Pump Discharge,Pump
36049,2000179160,32 Degasified Water Transfer Pump Discharge,Pump
36050,2000179161,Wdm-lt-30001 Isolation,lt
36051,2000179162,Wdm-le-30525 Isolation,le
36052,2000179163,Wdm-le-30525 Isolation,le
36055,2000179166,Secondary Exchangers Bypa Ss,Ss
36056,2000179167,Polishing Exchangers Bypa Ss,Ss
36059,2000179170,31 Secndary Cation Excha Nger Backwash I,I
36071,2000179182,31 Polishng Cation Excha Nger Backwash I,I
36083,2000179194,Demineralized Water To St Orage,St
36090,2000179301,31 Secndary Cation Exchanger Indiv Dil Acid I,I
36091,2000179302,31 Primary Cation Fast Ri Nse Outlet,Ri
36092,2000179303,31 Vacuum Pump Suction,Pump
36093,2000179304,31 Degasifier Vacuum Pump Seal Water,Pump
36094,2000179305,32 Degasifier Vacuum Pump Seal Water,Pump
36095,2000179306,33 Degasifier Vacuum Pump Seal Water,Pump
36096,2000179307,32 Vacuum Pump Suction,Pump
36097,2000179308,33 Vacuum Pump Suction,Pump
36098,2000179309,31 Separator Tank Dischar Ge,Ge
36099,2000179310,32 Separator Tank Dischar Ge,Ge
36100,2000179311,33 Separator Tank Dischar Ge,Ge
36101,2000179312,31 Degasifier Vacuum Pump Discharge,Pump
36102,2000179313,32 Degasifier Vacuum Pump Discharge,Pump
36103,2000179314,33 Degasifier Vacuum Pump Discharge,Pump
36105,2000179316,31 Vacdegasifier Inle T Orifice Asmbly,T
36106,2000179317,31 Secndary Cation Exchg R Inlet Orifice,R
